#Digilent WaveForms Network Analyzer - Bode
#Device Name: ADP3450
#Serial Number: SN:210018B9D810
#Date Time: 2024-01-17 18:45:17.095
#Start: 1 Hz
#Stop: 10000 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 2.1613 V
#Offset: 3.34838e-06 V
#Relative: yes
#Frequency (Hz),Channel 1 Magnitude (X),Channel 1 Phase (deg)
1,12.24728085771127,177.2229868952839
1.063326571637162,12.24424998108243,177.0822539937275
1.130663397949639,12.22972117989288,176.8332751502247
1.202264434617413,12.23852380090266,176.6705260435892
1.278399719463023,12.22678606024453,176.4085508695227
1.359356390878526,12.21600185828584,176.2268961125727
1.445439770745928,12.21851839172387,176.0309662292841
1.536974515935271,12.21262209848102,175.8118393146291
1.634305842723138,12.21402580529828,175.5163054751795
1.737800828749376,12.20584095777662,175.2228349769278
1.847849797422291,12.19563858657549,174.8962346165448
1.964867789993468,12.18688133148206,174.6419802015452
2.089296130854039,12.17646434391864,174.3106777402442
2.221604091955812,12.15615834516832,173.9359337755958
2.362290662634463,12.13535484277059,173.5985302335666
2.51188643150958,12.12909172014575,173.1546224675112
2.670955587558986,12.10889961466379,172.6990085888207
2.840098047914214,12.0971001201594,172.2589557826349
3.019951720402016,12.07471055795038,171.8110765570578
3.211194909364824,12.05020184836074,171.3151492572403
3.414548873833601,12.01841191452749,170.8137693013462
3.630780547701014,11.99048132100099,170.2371086121621
3.860705432153815,11.95432196030002,169.6272656227196
4.105190671273078,11.91411937801659,169.0308024857651
4.365158322401661,11.87438451763004,168.3862948755556
4.641588833612778,11.82253071725798,167.6659883998976
4.935524741394807,11.77255227819824,166.9495763096493
5.248074602497723,11.72578311081431,166.1029780708066
5.580417174769964,11.65059749279304,165.3844386795335
5.933805862753281,11.56825245541636,164.5363948089504
6.30957344480193,11.50267439736806,163.7008926239048
6.709137099554112,11.40751288901296,162.7821752016316
7.134003750712565,11.30674665265999,161.8504267235124
7.585775750291836,11.21252695747274,160.8310469189115
8.066156921766135,11.1081932887107,159.7781313110042
8.576958985908947,10.96527709926321,158.7893173635551
9.120108393559097,10.77614716780589,157.7549407009091
9.697653591082496,10.68383342306379,156.6292963759966
10.31177274593056,10.52058929619127,155.5869179444735
10.96478196143185,10.34611987280678,154.3390292987321
11.65914401179831,10.16446473929948,153.1765011141141
12.39747763028944,9.979920410763691,152.0255460298426
13.18256738556408,9.764214962079876,150.8370123412129
14.01737418346769,9.550062535414968,149.6733805542644
14.90504643386196,9.352198895693393,148.5791888726536
15.84893192461114,9.087057881204212,147.3956569501443
16.85259044750751,8.840466367924911,146.2802560287652
17.91980722375334,8.591892032483116,145.2133105396348
19.05460717963248,8.330376976098988,144.1851240481213
20.26127012621143,8.072530716972071,143.2052464536774
21.54434690031882,7.811326287805301,142.285592419937
22.90867652767774,7.545072762218399,141.4324744617452
24.35940447292027,7.279103637289262,140.635831726191
25.90200204531322,7.01255146110464,139.9676464020516
27.54228703338166,6.741812238375989,139.236003593903
29.28644564625237,6.480701203434018,138.6941724235491
31.14105584446758,6.224768147828885,138.2837764117626
33.11311214825911,5.979447054356245,138.0719384581748
35.21005201684521,5.753024022230407,137.8578289911556
37.4397838982381,5.523866522973471,137.7984785988164
39.81071705534973,5.304127372415874,137.6078747108744
42.33179328088211,5.077222874811737,137.7539494764501
45.01252062061337,4.868402749858642,137.9494875285582
47.8630092322638,4.66996147340476,138.2502079219868
50.89400951518093,4.486559188932176,138.6857736308365
54.11695265464638,4.31064841033912,139.0566331488631
57.54399373371567,4.132028989087507,139.8280667633246
61.18805757518219,3.987081015739931,140.4024765800994
65.06288748655574,3.843598329156158,141.2341487697758
69.18309709189363,3.702936562810057,141.3966308850804
73.56422544596414,3.569398471904761,143.20181797182
78.22279563860029,3.474743904164201,144.3176102992603
83.17637711026708,3.335658051623025,145.313134391325
88.44365191385999,3.245681183251294,146.483491108064
94.04448517263523,3.143790624371946,147.6798418439751
100,3.062396656220584,149.2882897701473
106.3326571637162,2.980345398481342,150.4834562410571
113.0663397949639,2.90638688473109,151.9754308555765
120.2264434617413,2.842067458475939,153.3757433906593
127.8399719463023,2.777347184457342,154.5855218311725
135.9356390878525,2.729651930240007,156.1012329806975
144.5439770745928,2.683277274282826,157.7345359126706
153.6974515935271,2.644106229996029,158.8492251354301
163.4305842723138,2.598408260100522,160.451222656773
173.7800828749376,2.570001482529633,161.819257525339
184.7849797422291,2.53566982205039,163.3503782389599
196.4867789993468,2.513153894164313,164.7365128080143
208.9296130854038,2.492375201278834,166.1319875030974
222.1604091955812,2.459363829520233,167.4549469690047
236.2290662634463,2.452290590144135,168.8347659828492
251.1886431509579,2.437560932229466,170.2994843444813
267.0955587558985,2.426042153205306,171.4336688249954
284.0098047914214,2.422014499587872,172.8375507986364
301.9951720402016,2.420138066500684,174.2159691834819
321.1194909364824,2.416468675331891,175.4265524345439
341.4548873833601,2.419147179354552,176.6856493794063
363.0780547701014,2.421647707365359,177.8898884140252
386.0705432153811,2.443680419101043,179.5858720926031
410.5190671273078,2.43428918073049,180.28423281064
436.5158322401661,2.429925171782573,180.9033759575561
464.1588833612777,2.460687400606497,182.6731983016631
493.5524741394806,2.507156665550034,183.4732016671672
524.8074602497728,2.502827489870854,184.9461235627659
558.0417174769964,2.487038955442685,185.9999660550214
593.3805862753281,2.544936144612765,186.9264524798416
630.957344480193,2.537769591088367,187.7588365609961
670.9137099554112,2.606949864251432,188.9667563751823
713.4003750712565,2.640730489006734,189.6720946810224
758.5775750291835,2.650304749444438,190.393351665652
806.6156921766135,2.765666216111016,191.8448252556349
857.6958985908938,2.764722948671761,192.2105507255978
912.0108393559096,2.814175220428575,192.8625752166757
969.7653591082496,2.863542415442632,193.4741275184843
1031.177274593055,2.919207502943273,193.9884854943244
1096.478196143185,2.975532603901655,194.4420166363522
1165.914401179832,3.034439951978857,194.8054216519467
1239.747763028944,3.094054331344073,195.0712570519577
1318.256738556407,3.159707636943494,195.2677837773198
1401.737418346769,3.221701148789976,195.4002114142363
1490.504643386196,3.287905010913576,195.491419691448
1584.893192461114,3.354315303257186,195.4003731340457
1685.259044750751,3.420794006289087,195.279394243263
1791.980722375334,3.485881853711735,195.0852631779666
1905.460717963246,3.551105017563347,194.8004871826734
2026.127012621143,3.613263088677601,194.4670565154327
2154.434690031885,3.673329935925791,194.0847321578517
2290.867652767773,3.734095082017671,193.6673174087602
2435.940447292027,3.793065811343697,193.2082948218347
2590.200204531326,3.843777219984064,192.7135674456232
2754.228703338166,3.897515103049305,192.0960283292609
