#Digilent WaveForms Network Analyzer - Bode
#Device Name: ADP3450
#Serial Number: SN:210018B9D810
#Date Time: 2024-01-16 20:42:32.482
#Start: 1 Hz
#Stop: 10000 Hz
#Steps: 201
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 2.1613 V
#Offset: 3.34838e-06 V
#Relative: yes
#Wavegen Channel 2: Disabled
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
# Frequency (Hz),Channel 1 Magnitude (X),Channel 1 Phase (deg)
1,0.09017372040462551,3.15577412546638
1.0471285480509,0.09018762245782515,3.302304331579798
1.096478196143185,0.09020896439649526,3.461971521191007
1.148153621496883,0.0902336238380459,3.61884701687217
1.202264434617413,0.09025694385982685,3.794794180701821
1.258925411794168,0.09028307352722013,3.970619422420455
1.318256738556407,0.09031233222059604,4.155542850660126
1.380384264602885,0.09034921775774656,4.355352812296786
1.445439770745928,0.09037478473858503,4.550271627704205
1.513561248436209,0.09041454087719902,4.760421248646765
1.584893192461114,0.09045074650627882,4.986366004527568
1.659586907437562,0.09050101533729581,5.217692980655599
1.737800828749376,0.09055020186506417,5.462405635959996
1.819700858609983,0.09059863482707871,5.71247446925301
1.905460717963248,0.0906584097394509,5.979143636010875
1.995262314968879,0.09072199253423492,6.255502246099411
2.089296130854039,0.09079215846463805,6.547086653842427
2.187761623949552,0.09085588140271514,6.851437466221071
2.290867652767772,0.09094346850923551,7.165650742878661
2.39883291901949,0.0910336329597881,7.49773056188184
2.51188643150958,0.09112688216532619,7.841830354778025
2.630267991895381,0.09122881898238623,8.203134232517783
2.754228703338166,0.09134766999764285,8.58226053686289
2.884031503126606,0.0914659153099513,8.973132802492305
3.019951720402016,0.0916048232532429,9.384599091726344
3.16227766016838,0.0917526494775493,9.81411624381866
3.311311214825911,0.09192090784312623,10.26321103966376
3.467368504525317,0.09209524007399778,10.72935638169964
3.630780547701014,0.0922884058726926,11.2149359248106
3.801893963205612,0.09250577005709897,11.71942451257669
3.981071705534974,0.09273868943662175,12.24130884324256
4.168693834703355,0.0929864856492655,12.79394609361773
4.365158322401661,0.0932620241091006,13.36053647627396
4.570881896148752,0.0935557715969715,13.95415297971344
4.786300923226386,0.09388155951100879,14.56843059455772
5.011872336272726,0.09424248073452646,15.20848932904417
5.248074602497723,0.09462086281516105,15.87361481955253
5.495408738576248,0.09504156634613092,16.56167758490547
5.754399373371567,0.09550712370062671,17.27329063298015
6.025595860743581,0.09600286240739964,18.01479435485588
6.30957344480193,0.09654546208489992,18.77601235424333
6.606934480075958,0.09714543815504048,19.5679434598315
6.918309709189362,0.09779790100534762,20.37834776834438
7.244359600749898,0.09849809780422571,21.21715280220594
7.585775750291836,0.099251238774231,22.0812419100514
7.943282347242813,0.100081223020729,22.96984581943239
8.317637711026709,0.1009760446248423,23.87968770889273
8.709635899560805,0.101943927486555,24.81479344049413
9.120108393559097,0.1029884671887286,25.77212657492674
9.549925860214358,0.1041183634590265,26.750261561673
10,0.1053509047056025,27.74784013727484
10.471285480509,0.1066832347155667,28.76315465346655
