#Digilent WaveForms Network Analyzer - Bode
#Device Name: ADP3450
#Serial Number: SN:210018B9D810
#Date Time: 2024-01-16 21:33:58.138
#Start: 1 Hz
#Stop: 1000 Hz
#Steps: 201
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 2.1613 V
#Offset: 3.34838e-06 V
#Relative: yes
#Wavegen Channel 2: Disabled
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Frequency (Hz),Channel 1 Magnitude (X),Channel 1 Phase (deg)
1.000000000000001,0.4905656654349162,-7.578514121900042
1.035142166679345,0.489957417137648,-7.831563934686578
1.071519305237607,0.4893106535673857,-8.094968159835787
1.109174815262402,0.4886139912101916,-8.363868525828433
1.148153621496884,0.4878760568734345,-8.641275741023833
1.18850222743702,0.4870727266958093,-8.928005759367331
1.230268770812382,0.486246051419379,-9.22259803484296
1.273503081016663,0.4853720375363886,-9.525653752930765
1.318256738556409,0.484433384838151,-9.836861149031392
1.364583136588927,0.4834190794421373,-10.15847351773283
1.412537544622755,0.4823603725311238,-10.48780687841321
1.46217717445672,0.4812128798077236,-10.82773297359621
1.51356124843621,0.4800085400361279,-11.17611225141201
1.56675107010815,0.4787498212321559,-11.53325006901044
1.621810097358932,0.4773962185460338,-11.90014619519166
1.678804018122561,0.4759687073322371,-12.27637835309287
1.737800828749376,0.4744222673440223,-12.66176611247813
1.798870915128789,0.4728291331374601,-13.05741715918239
1.86208713666287,0.4711276271994999,-13.46051285350543
1.927524913190937,0.4693265841000688,-13.87306572239656
1.995262314968881,0.4674166350700269,-14.29528273324952
2.065380155810531,0.4654140879412305,-14.72650540400794
2.137962089502235,0.463302968043479,-15.16632939472275
2.213094709605639,0.461069682561111,-15.61397941280202
2.290867652767774,0.4587110202569987,-16.07013185325752
2.371373705661658,0.4562354974307125,-16.5341324975716
2.454708915685034,0.4536321793589298,-17.00484348772795
2.540972705549307,0.4508974036552514,-17.48276245029926
2.630267991895384,0.4480376400519718,-17.96784570943187
2.722701308077915,0.4450359223462581,-18.45842655723314
2.818382931264458,0.4418935260962197,-18.95332103254356
2.917427014001169,0.438628872825216,-19.45392611134519
3.019951720402019,0.4352031140252089,-19.95729783740692
3.126079367123959,0.4316313700849426,-20.46365241967288
3.235936569296288,0.4279165044804707,-20.97216298362599
3.349654391578279,0.4240594880155659,-21.48111252877858
3.467368504525317,0.4200552268868679,-21.99105836383669
3.589219346450057,0.4158857590109085,-22.49788683259005
3.715352290971728,0.4115902797885659,-23.00401837362006
3.845917820453539,0.4071451037121898,-23.50483801746506
3.981071705534974,0.4025721674563031,-24.00204178703313
4.120975190973303,0.3978762262726362,-24.49390705378914
4.265795188015931,0.3930213686121669,-24.97678765497082
4.41570447353313,0.3880275243603534,-25.45104927560727
4.570881896148753,0.3829471684158698,-25.9144378130607
4.731512589614808,0.377737849780943,-26.36504892735958
4.897788193684466,0.3723883598260084,-26.80456738350497
5.06990708274705,0.3669957462573562,-27.22501102051245
5.248074602497728,0.3614821116094165,-27.62809930635468
5.432503314924336,0.3558919806843516,-28.01525404852245
5.623413251903497,0.3502165140991025,-28.38053899536771
5.821032177708716,0.3444884384287958,-28.72366465573488
6.02559586074358,0.3386981471321036,-29.04437839343387
6.237348354824198,0.3328721560382134,-29.33775316544336
6.456542290346563,0.3270108720586314,-29.60659717066265
6.683439175686149,0.3211482460925816,-29.84454899313145
6.918309709189369,0.3152518360540774,-30.0536539995347
7.16143410212902,0.3093589677765491,-30.23049541268139
7.413102413009184,0.3034991340300368,-30.37487825723944
7.673614893618193,0.2976410720291892,-30.48391200939781
7.943282347242821,0.2918223489034243,-30.55911364374543
8.222426499470712,0.2860343128888947,-30.59207469062048
8.511380382023777,0.2803072909125994,-30.59157090189777
8.810488730080147,0.2746386514496236,-30.55109929670164
9.120108393559105,0.2690289336962963,-30.46865895803356
9.440608762859236,0.2635054502127254,-30.34230856340031
9.772372209558123,0.2580782714848882,-30.17662271802344
10.11579454259899,0.2527382383923777,-29.96451805257142
10.47128548050901,0.2474902354678785,-29.71087981576052
10.83926914021204,0.2423622779133014,-29.40801036464627
11.22018454301964,0.2373599884826174,-29.0624651496247
11.61448613840343,0.2324586484242579,-28.67111864981437
12.02264434617414,0.2276858914828201,-28.23078002681692
12.44514611771386,0.2230496288897558,-27.7446251163456
12.88249551693135,0.2185509980140319,-27.20934363728083
13.33521432163325,0.2141939873778541,-26.62825716630689
13.80384264602886,0.2099679532775563,-25.99983716589795
14.28893958511104,0.2058878528811541,-25.32206528563739
14.79108388168209,0.2019721408725196,-24.59945027537369
15.31087461682031,0.198200528684563,-23.82875509826192
15.84893192461115,0.1945937629727978,-23.01161088341794
16.40589773199541,0.1911360511501842,-22.14951176176507
16.98243652461744,0.1878457578962071,-21.23925193044317
17.57923613958694,0.1846993960524995,-20.28364493369697
18.19700858609984,0.1817144262504272,-19.2899316001573
18.83649089489802,0.1789017411560576,-18.25021804043013
19.49844599758045,0.176253632045567,-17.16891283198346
20.18366363681563,0.1737753945042778,-16.0480488579402
20.8929613085404,0.1714566469342783,-14.8869580187968
21.62718523727023,0.1692939993381872,-13.68928153736245
22.3872113856834,0.1673075503791272,-12.4584853578186
23.17394649968481,0.1654932183411115,-11.18994664611861
23.98832919019491,0.1638336882480383,-9.891282717327947
24.83133105295573,0.1623361542078179,-8.565207830689786
25.70395782768865,0.1610127329452201,-7.207475670555027
26.60725059798811,0.1598603182942561,-5.826801876149972
27.54228703338168,0.1588724477764424,-4.422856932758151
28.51018267503911,0.1580493080735763,-3.001639687763117
29.51209226666387,0.1573912517814565,-1.555540577367182
30.54921113215515,0.1569102500078114,-0.09972299562222986
31.62277660168381,0.1565911135513727,1.370686320907723
32.73406948788383,0.1564383705140415,2.851887269085893
33.88441561392028,0.156468447157477,4.340160927188286
35.07518739525681,0.1566612642722727,5.830112844496966
36.30780547701016,0.1570305184338037,7.323335452222423
37.58374042884443,0.1575664761990692,8.817800479886191
38.90451449942809,0.1582815436733788,10.30637923709733
40.27170343254593,0.1591674820635278,11.79190482698036
41.68693834703357,0.1602320021638115,13.26387101360186
43.15190768277655,0.161478307969273,14.72844807654408
44.66835921509634,0.1629034216464617,16.1762779146668
